Time,Equity,Returns,stock1_signal,stock2_signal
2007-03-05,10000.0,0.0,-1,1
2007-03-06,9985.24292,-0.0014757079999999645,-1,1
2007-03-07,9985.034070000002,-2.091586571029147e-05,-1,1
2007-03-08,9980.62925,-0.000441142210344192,-1,1
2007-03-09,9983.30678,0.00026827266427131846,-1,1
2007-03-11,9983.144020000002,-1.6303215315871533e-05,-1,1
2007-03-12,9983.745200000001,6.021950587853375e-05,-1,1
2007-03-13,9989.52027,0.0005784472544432262,-1,1
2007-03-14,9988.29678,-0.00012247735295900508,-1,1
2007-03-15,9984.364430000001,-0.00039369575079839514,-1,1
2007-03-16,9979.85166,-0.0004519837022817219,-1,1
2007-03-18,9978.486210000001,-0.00013682067093967465,-1,1
2007-03-19,9977.896550000001,-5.9093131722587344e-05,-1,1
2007-03-20,9974.28895,-0.00036155917050484376,-1,1
2007-03-21,9969.124160000001,-0.0005178103447663895,-1,1
2007-03-22,9969.53045,4.07548339731445e-05,-1,1
2007-03-23,9975.87349,0.0006362426025792178,-1,1
2007-03-25,9974.72968,-0.00011465762884288466,-1,1
2007-03-26,9968.853270000001,-0.0005891297497295778,-1,1
2007-03-27,9967.952420000001,-9.036646197924103e-05,-1,1
2007-03-28,9967.10142,-8.537360173321851e-05,-1,1
2007-03-29,9971.12145,0.00040332989809188646,-1,1
2007-03-30,9968.945950000001,-0.00021818007241292126,-1,1
2007-04-01,9967.316,-0.0001635027422333124,-1,1
2007-04-02,9969.126750000001,0.00018166876619551964,-1,1
2007-04-03,9969.102850000001,-2.397401557829859e-06,-1,1
2007-04-04,9958.659000000001,-0.0010476218529533732,-1,1
2007-04-05,9958.04305,-6.185069696640344e-05,-1,1
2007-04-06,9958.6864,6.460606735370078e-05,-1,1
2007-04-08,9959.860400000001,0.0001178870337759097,-1,1
2007-04-09,9960.1599,3.007070259730682e-05,-1,1
2007-04-10,9955.11345,-0.0005066635526603802,-1,1
2007-04-11,9955.0182,-9.56794721418408e-06,-1,1
2007-04-12,9955.7702,7.553979157970403e-05,-1,1
2007-04-13,9947.624150000001,-0.0008182239883358644,-1,1
2007-04-15,9947.3354,-2.9027031545170168e-05,-1,1
2007-04-16,9942.070300000001,-0.0005292975242393583,-1,1
2007-04-17,9945.278750000001,0.0003227144752737665,-1,1
2007-04-18,9942.81005,-0.0002482283364859672,-1,1
2007-04-19,9948.424,0.0005646240823036219,-1,1
2007-04-20,9940.779400000001,-0.0007684232195973584,-1,1
2007-04-22,9940.809500000001,3.0279315925696437e-06,-1,1
2007-04-23,9942.740600000001,0.0001942598336683865,-1,1
2007-04-24,9948.71695,0.0006010767292872199,-1,1
2007-04-25,9947.7585,-9.63390560628774e-05,-1,1
2007-04-26,9957.9238,0.0010218683937692763,-1,1
2007-04-27,9951.310800000001,-0.0006640942562745611,-1,1
2007-04-29,9952.482950000001,0.00011778850279697828,-1,1
2007-04-30,9953.72773,0.00012507230670499858,-1,1
2007-05-01,9958.43581,0.0004729966629295479,-1,1
2007-05-02,9959.83387,0.0001403895176586012,-1,1
2007-05-03,9950.646680000002,-0.0009224240203113965,-1,1
2007-05-04,9944.222530000001,-0.0006456012565406732,-1,1
2007-05-06,9944.67177,4.5175980188050247e-05,-1,1
2007-05-07,9944.437170000001,-2.3590522183702944e-05,-1,1
2007-05-08,9947.09337,0.00026710410600339074,-1,1
2007-05-09,9951.76986,0.000470136332901383,-1,1
2007-05-10,9968.116170000001,0.0016425530563868307,-1,1
2007-05-11,9961.65082,-0.0006486029947623262,-1,1
2007-05-13,9960.881570000001,-7.722113672714581e-05,-1,1
2007-05-14,9963.46677,0.00025953526119470993,-1,1
2007-05-15,9960.56456,-0.00029128515877008265,-1,1
2007-05-16,9970.55068,0.0010025656618002365,-1,1
2007-05-17,9974.857970000001,0.0004320012141998397,-1,1
2007-05-18,9971.04613,-0.00038214478957643294,-1,1
2007-05-20,9970.72355,-3.2351670606556304e-05,-1,1
