Time,strategy,stock1_signal,stock2_signal
2007-03-01,0.0,-1,1
2007-03-02,0.02127148043537852,-1,1
2007-03-04,-0.005438860596419071,-1,1
2007-03-05,-0.0007970228648404021,-1,1
2007-03-06,-0.006453450947349726,-1,1
2007-03-07,-0.010879836936898757,-1,1
2007-03-08,0.008264203781467305,-1,1
2007-03-09,0.008114097770552497,-1,1
2007-03-11,0.004949795115829714,-1,1
2007-03-12,0.004203679856925935,-1,1
2007-03-13,-0.007030464116136725,-1,1
2007-03-14,0.010749437481828217,-1,1
2007-03-15,-0.003229954050975481,-1,1
2007-03-16,-0.00515875880700567,-1,1
2007-03-18,-0.00259613894623989,-1,1
2007-03-19,0.008892144932203028,-1,1
2007-03-20,-0.0010629525561749453,-1,1
2007-03-21,-0.0032044864870000023,-1,1
2007-03-22,0.002553329352437239,-1,1
2007-03-23,0.009198955331862546,-1,1
2007-03-25,-0.002585566584356047,-1,1
2007-03-26,-0.0005672783302768103,-1,1
2007-03-27,-0.0007327699811041644,-1,1
2007-03-28,-0.009020471357390814,-1,1
2007-03-29,0.009472547069819925,-1,1
2007-03-30,-0.0025094303005930296,-1,1
2007-04-01,-0.0017571001698151179,-1,1
2007-04-02,0.013917195405250604,-1,1
2007-04-03,-0.007364292180469523,-1,1
2007-04-04,-0.01024913439031927,-1,1
2007-04-05,0.0009084935422496443,-1,1
2007-04-06,-0.001973264430293442,-1,1
2007-04-08,0.002646775502172516,-1,1
2007-04-09,3.156477138011038e-05,-1,1
2007-04-10,0.0033724066912683703,-1,1
2007-04-11,-0.001445730995546124,-1,1
2007-04-12,0.010311356044784614,-1,1
2007-04-13,-0.008098016209272085,-1,1
2007-04-15,0.004048439413416816,-1,1
2007-04-16,-0.009841666984261255,-1,1
2007-04-17,0.013993865060978772,-1,1
2007-04-18,-0.00233934997226104,-1,1
2007-04-19,0.004726238412489425,-1,1
2007-04-20,-0.007007841692554306,-1,1
2007-04-22,-0.0012159236975831655,-1,1
2007-04-23,0.0008393371353242474,-1,1
2007-04-24,0.007048491861793904,-1,1
2007-04-25,-0.0009995505405162586,-1,1
2007-04-26,0.008002200634450674,-1,1
2007-04-27,-0.006161239160497045,-1,1
2007-04-29,-0.003128896703330941,-1,1
2007-04-30,0.005417799226521525,-1,1
2007-05-01,0.005527957940915762,-1,1
2007-05-02,-0.0008984295848581958,-1,1
2007-05-03,-0.015351300858654882,-1,1
2007-05-04,-0.009905824191396073,-1,1
2007-05-06,-0.0011821735885815254,-1,1
2007-05-07,0.002857907737068066,-1,1
2007-05-08,0.0011556396149117187,-1,1
2007-05-09,0.00437630734773764,-1,1
2007-05-10,0.015911993474458597,-1,1
2007-05-11,-0.001282934681476,-1,1
2007-05-13,0.004033078118443445,-1,1
2007-05-14,0.0037145302379140155,-1,1
2007-05-15,-0.003980152132030623,-1,1
2007-05-16,0.009762736612349832,-1,1
2007-05-17,0.0005138743054043937,-1,1
2007-05-18,-0.0038795945071807836,-1,1
2007-05-20,-0.0003530898225254653,-1,1
2007-05-21,-0.002777560460360151,-1,1
2007-05-22,0.0024609062587570563,-1,1
2007-05-23,-0.0028441503762264286,-1,1
2007-05-24,0.0063623663795436824,-1,1
2007-05-25,-0.0010807486654347276,-1,1
2007-05-27,0.00043925205136807755,-1,1
2007-05-28,0.0013675435086728527,-1,1
2007-05-29,-0.0004332447658628169,-1,1
2007-05-30,0.0058989511916708315,-1,1
2007-05-31,0.002078349555553416,-1,1
2007-06-01,-0.006375197549086442,-1,1
2007-06-03,-0.00045695780291954424,-1,1
2007-06-04,0.003420440381505685,-1,1
2007-06-05,0.005631983486149017,-1,1
2007-06-06,0.004243556196631082,-1,1
2007-06-07,0.017337688928331985,-1,1
2007-06-08,0.028711153061265593,-1,1
2007-06-10,-0.0011886518726172968,-1,1
2007-06-11,-0.02209053730883781,-1,1
2007-06-12,0.005302419968215677,-1,1
2007-06-13,-0.005752544751459698,-1,1
2007-06-14,0.0014919529250985164,-1,1
2007-06-15,0.0013340878479846108,-1,1
2007-06-17,-0.004035034253111802,-1,1
2007-06-18,0.00044172777829332155,-1,1
2007-06-19,-0.0003865679827375068,-1,1
2007-06-20,0.011246502783299639,-1,1
2007-06-21,0.008913222050454306,-1,1
2007-06-22,-0.003531577328014457,-1,1
2007-06-24,0.006225937540875748,-1,1
2007-06-25,-0.0004508807478041943,-1,1
2007-06-26,0.014678156662579656,-1,1
2007-06-27,-0.0036314547823388388,-1,1
2007-06-28,-0.002355782280895502,-1,1
2007-06-29,0.004046549556742773,-1,1
2007-07-01,-0.0012353101168702807,-1,1
2007-07-02,0.0014064945694138853,-1,1
2007-07-03,0.004258372917418707,-1,1
2007-07-04,0.0002587062448238253,-1,1
2007-07-05,0.008067847482152501,-1,1
2007-07-06,-0.010149765288604007,-1,1
2007-07-08,0.0009449143593884823,-1,1
2007-07-09,-0.010866735993723342,-1,1
2007-07-10,-0.008426621167140214,-1,1
2007-07-11,0.009287947548233033,-1,1
2007-07-12,-0.000546445615257074,-1,1
2007-07-13,-0.0004467040456641591,-1,1
2007-07-15,0.0001435701933139022,-1,1
2007-07-16,0.008630239494502256,-1,1
2007-07-17,-0.002060136101143528,-1,1
2007-07-18,-0.00932527239969283,-1,1
2007-07-19,-0.004321853921741559,-1,1
2007-07-20,-0.005569636709557013,-1,1
2007-07-22,0.0023829004741419135,-1,1
2007-07-23,0.010230423095201502,-1,1
2007-07-24,-0.00022607424810916488,-1,1
2007-07-25,0.0047671893492584605,-1,1
2007-07-26,-0.0031090102701057942,-1,1
