Time,Equity,Returns,stock1_signal,stock2_signal
2007-03-05,10000.0,0.0,-1,1
2007-03-06,9985.240890000001,-0.0014759109999998854,-1,1
2007-03-07,9985.02044,-2.2077584549973217e-05,-1,1
2007-03-08,9980.630790000001,-0.00043962353671445076,-1,1
2007-03-09,9983.317910000002,0.0002692334839891064,-1,1
2007-03-11,9983.15277,-1.654159483743811e-05,-1,1
2007-03-12,9983.73949,5.877101287699027e-05,-1,1
2007-03-13,9989.506570000001,0.0005776472839438274,-1,1
2007-03-14,9988.27852,-0.0001229339999324619,-1,1
2007-03-15,9984.33756,-0.0003945584809342817,-1,1
2007-03-16,9979.81522,-0.00045294341991375386,-1,1
2007-03-18,9978.448100000001,-0.00013698850829013676,-1,1
2007-03-19,9977.86477,-5.8458990231269325e-05,-1,1
2007-03-20,9974.257290000001,-0.00036154829546752865,-1,1
2007-03-21,9969.08119,-0.0005189459074000924,-1,1
2007-03-22,9969.49942,4.195271279550106e-05,-1,1
2007-03-23,9975.85214,0.0006372155443687966,-1,1
2007-03-25,9974.709760000002,-0.00011451452807909046,-1,1
2007-03-26,9968.82444,-0.0005900241853253885,-1,1
2007-03-27,9967.917580000001,-9.096960283105915e-05,-1,1
2007-03-28,9967.075400000002,-8.44890613551641e-05,-1,1
2007-03-29,9971.09411,0.00040319851498238357,-1,1
2007-03-30,9968.91379,-0.00021866406794945892,-1,1
2007-04-01,9967.28339,-0.00016354841002186316,-1,1
2007-04-02,9969.09239,0.00018149378614173983,-1,1
2007-04-03,9969.08119,-1.1234723845676697e-06,-1,1
2007-04-04,9958.62889,-0.0010484717498825402,-1,1
2007-04-05,9958.003690000001,-6.277972669777032e-05,-1,1
2007-04-06,9958.65839,6.574610939913406e-05,-1,1
2007-04-08,9959.834190000001,0.00011806811258652239,-1,1
2007-04-09,9960.13909,3.061295943118658e-05,-1,1
2007-04-10,9955.075840000001,-0.0005083513346799684,-1,1
2007-04-11,9954.98269,-9.357035696933025e-06,-1,1
2007-04-12,9955.72614,7.468119464904e-05,-1,1
2007-04-13,9947.57399,-0.0008188403221786045,-1,1
2007-04-15,9947.279390000002,-2.9615260996873616e-05,-1,1
2007-04-16,9942.02029,-0.000528697324545635,-1,1
2007-04-17,9945.217690000001,0.0003216046544600726,-1,1
2007-04-18,9942.73949,-0.000249185093504134,-1,1
2007-04-19,9948.35409,0.0005646934635719081,-1,1
2007-04-20,9940.71679,-0.0007676948298087627,-1,1
2007-04-22,9940.74399,2.73622119761896e-06,-1,1
2007-04-23,9942.679390000001,0.00019469367704738616,-1,1
2007-04-24,9948.642890000001,0.0005997880215264928,-1,1
2007-04-25,9947.68769,-9.601309551077186e-05,-1,1
2007-04-26,9957.861190000001,0.001022699979838393,-1,1
2007-04-27,9951.239090000001,-0.0006650122826226124,-1,1
2007-04-29,9952.41479,0.00011814609109150886,-1,1
2007-04-30,9953.656790000001,0.00012479383408026123,-1,1
2007-05-01,9958.37729,0.0004742478166157582,-1,1
2007-05-02,9959.77619,0.00014047469374411925,-1,1
2007-05-03,9950.59524,-0.0009218028422383062,-1,1
2007-05-04,9944.16249,-0.0006464688639068461,-1,1
2007-05-06,9944.61089,4.509178127864999e-05,-1,1
2007-05-07,9944.377190000001,-2.350016532415289e-05,-1,1
2007-05-08,9947.04549,0.00026832248506036827,-1,1
2007-05-09,9951.722940000001,0.00047023510696742044,-1,1
2007-05-10,9968.07659,0.0016432983613587915,-1,1
2007-05-11,9961.60539,-0.0006491924436548002,-1,1
2007-05-13,9960.83279,-7.755778007190184e-05,-1,1
2007-05-14,9963.41904,0.0002596419450586751,-1,1
2007-05-15,9960.50879,-0.00029209350608627727,-1,1
2007-05-16,9970.509090000001,0.0010039948973330493,-1,1
2007-05-17,9974.82349,0.0004327161192125839,-1,1
2007-05-18,9971.01059,-0.000382252378081982,-1,1
2007-05-20,9970.68719,-3.2434024322847144e-05,-1,1
2007-05-21,9969.57689,-0.0001113564169492598,-1,1
2007-05-22,9974.47659,0.0004914651899534661,-1,1
2007-05-23,9970.56502,-0.00039215792073954425,-1,1
2007-05-24,9978.45449,0.0007912761196757767,-1,1
2007-05-25,9976.57459,-0.00018839590859320854,-1,1
2007-05-27,9976.86189,2.8797459229013e-05,-1,1
2007-05-28,9977.126690000001,2.6541411810576676e-05,-1,1
2007-05-29,9975.847090000001,-0.00012825335788135828,-1,1
2007-05-30,9977.82459,0.00019822878018871393,-1,1
2007-05-31,9972.18754,-0.0005649578171226244,-1,1
2007-06-01,9961.44909,-0.0010768399568226172,-1,1
2007-06-03,9961.683190000002,2.3500596940007057e-05,-1,1
2007-06-04,9961.44599,-2.381123706474142e-05,-1,1
2007-06-05,9961.626740000002,1.814495608187805e-05,-1,1
2007-06-06,9962.86319,0.00012412129386807358,-1,1
2007-06-07,9973.23139,0.0010406847712620682,-1,1
2007-06-08,9983.946390000001,0.0010743759550935206,-1,1
2007-06-10,9984.705390000001,7.602204282264324e-05,-1,1
2007-06-11,9979.33119,-0.0005382432220165656,-1,1
2007-06-12,9985.230590000001,0.0005911618612188807,-1,1
2007-06-13,9981.51084,-0.0003725251977381161,-1,1
2007-06-14,9979.874940000002,-0.00016389302443509113,-1,1
2007-06-15,9977.78749,-0.0002091659477249097,-1,1
2007-06-17,9976.44779,-0.00013426824347007038,-1,1
2007-06-18,9975.86729,-5.818704334636937e-05,-1,1
2007-06-19,9971.95634,-0.0003920411014207703,-1,1
2007-06-20,9978.07464,0.0006135506204993924,-1,1
2007-06-21,9981.15364,0.0003085765652279804,-1,1
2007-06-22,9978.41569,-0.00027431197822946896,-1,1
2007-06-24,9980.13119,0.00017192107978813986,-1,1
2007-06-25,9981.24019,0.00011112078377406576,-1,1
2007-06-26,9990.54039,0.0009317679790250555,-1,1
2007-06-27,9989.427740000001,-0.00011137035200947665,-1,1
2007-06-28,9984.001890000001,-0.0005431592420728215,-1,1
2007-06-29,9983.06999,-9.333932527944011e-05,-1,1
2007-07-01,9982.10049,-9.711441480131366e-05,-1,1
2007-07-02,9976.52409,-0.0005586399381158902,-1,1
2007-07-03,9978.817490000001,0.00022987966342902233,-1,1
2007-07-04,9978.484890000002,-3.333060258225995e-05,-1,1
2007-07-05,9983.342190000001,0.00048677730672985753,-1,1
2007-07-06,9976.756290000001,-0.0006596888972308923,-1,1
2007-07-08,9977.54303,7.885729360634919e-05,-1,1
2007-07-09,9972.60484,-0.0004949304638579566,-1,1
2007-07-10,9969.02259,-0.0003592090589643604,-1,1
2007-07-11,9971.21499,0.0002199212591009747,-1,1
2007-07-12,9966.07279,-0.0005157044557917434,-1,1
2007-07-13,9965.985990000001,-8.709549069951805e-06,-1,1
2007-07-15,9965.489360000001,-4.983250031642683e-05,-1,1
2007-07-16,9967.095290000001,0.00016114913598186398,-1,1
2007-07-17,9967.73679,6.436178057245279e-05,-1,1
2007-07-18,9959.31199,-0.0008452069087993008,-1,1
2007-07-19,9955.94029,-0.00033854748233463905,-1,1
2007-07-20,9949.272190000002,-0.0006697609473106381,-1,1
2007-07-22,9949.784590000001,5.15012545856397e-05,-1,1
2007-07-23,9950.48629,7.052413985975114e-05,-1,1
2007-07-24,9951.38739,9.055838817695339e-05,-1,1
2007-07-25,9956.971790000001,0.0005611679840353823,-1,1
2007-07-26,9969.98809,0.0013072548837662623,-1,1
2007-07-27,9971.666790000001,0.00016837532651470255,-1,1
2007-07-29,9971.57539,-9.165970135782686e-06,-1,1
2007-07-30,9967.233890000001,-0.00043538757219374613,-1,1
2007-07-31,9968.76999,0.00015411497482165082,-1,1
2007-08-01,9967.31499,-0.00014595582017229436,-1,1
2007-08-02,9967.08179,-2.339647139015799e-05,-1,1
2007-08-03,9958.92699,-0.0008181732799846797,-1,1
2007-08-05,9959.56639,6.420370393733776e-05,-1,1
2007-08-06,9960.90719,0.0001346243347848386,-1,1
2007-08-07,9961.05779,1.5119104829430796e-05,-1,1
2007-08-08,9959.15424,-0.00019109918244941682,-1,1
2007-08-09,9970.758240000001,0.0011651591812278372,-1,1
2007-08-10,9959.806990000001,-0.001098336729905558,-1,1
2007-08-12,9961.80414,0.00020052095407119275,-1,1
2007-08-13,9963.549490000001,0.00017520420753847077,-1,1
2007-08-14,9962.72039,-8.321331678362576e-05,-1,1
2007-08-15,9964.75519,0.00020424140398866975,-1,1
2007-08-16,9983.65319,0.0018964841222557371,-1,1
2007-08-17,9975.017090000001,-0.0008650240383599739,-1,1
2007-08-19,9978.515490000002,0.0003507161911038281,-1,1
2007-08-20,9975.35159,-0.0003170712119625607,-1,1
2007-08-21,9975.22059,-1.3132369201973582e-05,-1,1
2007-08-22,9972.13969,-0.00030885532527369364,-1,1
2007-08-23,9972.86909,7.31437808410007e-05,-1,1
2007-08-24,9964.60699,-0.0008284576810784205,-1,1
2007-08-26,9965.14989,5.448283113884678e-05,-1,1
2007-08-27,9966.44539,0.00013000306210142476,-1,1
2007-08-28,9970.21399,0.000378128796429289,-1,1
2007-08-29,9965.96004,-0.00042666586737927226,-1,1
2007-08-30,9966.81969,8.625862401112627e-05,-1,1
2007-08-31,9959.45389,-0.0007390321315223769,-1,1
2007-09-02,9959.961290000001,5.094656851722945e-05,-1,1
2007-09-03,9960.63989,6.813279492168256e-05,-1,1
2007-09-04,9951.45679,-0.0009219387611050234,-1,1
2007-09-05,9950.86209,-5.9760094682559384e-05,-1,1
2007-09-06,9938.167590000001,-0.0012757186146471478,-1,1
2007-09-07,9931.82989,-0.0006377131339964093,-1,1
2007-09-09,9931.85844,2.8745961535570075e-06,-1,1
2007-09-10,9929.245190000001,-0.00026311792659805544,-1,1
2007-09-11,9921.739290000001,-0.0007559386294095916,-1,1
2007-09-12,9921.182690000001,-5.609903503112079e-05,-1,1
2007-09-13,9926.155990000001,0.0005012809616955494,-1,1
2007-09-14,9925.089590000001,-0.00010743333079532569,-1,1
2007-09-16,9924.18899,-9.073973507589539e-05,-1,1
2007-09-17,9916.93259,-0.0007311831734877483,-1,1
2007-09-18,9908.801790000001,-0.0008198906190204358,-1,1
2007-09-19,9910.70599,0.00019217257952619526,-1,1
2007-09-20,9898.59569,-0.0012219412030000099,-1,1
2007-09-21,9901.32579,0.0002758067998229752,-1,1
2007-09-23,9901.557990000001,2.3451404885133087e-05,-1,1
2007-09-24,9901.826790000001,2.7147242915859238e-05,-1,1
2007-09-25,9900.72444,-0.00011132794214441244,-1,1
2007-09-26,9904.940390000002,0.0004258223754787238,-1,1
2007-09-27,9898.80809,-0.0006191152857610849,-1,1
2007-09-28,9889.164990000001,-0.000974167789932312,-1,1
2007-09-30,9889.132940000001,-3.2409207483263813e-06,-1,1
2007-10-01,9885.349960000001,-0.0003825390985188193,-1,1
2007-10-02,9899.684640000001,0.0014500933257803883,-1,1
2007-10-03,9904.43779,0.0004801314559852443,-1,1
2007-10-04,9896.68389,-0.0007828712910720181,-1,1
2007-10-05,9890.136690000001,-0.0006615549281728805,-1,1
2007-10-07,9891.06199,9.355785759113111e-05,-1,1
2007-10-08,9900.68489,0.0009728884532045345,-1,1
2007-10-09,9894.77749,-0.0005966657928854202,-1,1
2007-10-10,9891.23939,-0.00035757246725109937,-1,1
2007-10-11,9883.70079,-0.0007621491809834957,-1,1
2007-10-12,9882.74589,-9.66136086359981e-05,-1,1
2007-10-14,9884.16919,0.00014401867819358039,-1,1
