Time,Equity,Returns,stock1_signal,stock2_signal
2007-03-05,10000.0,0.0,-1,1
2007-03-06,9999.418,-5.8200000000008245e-05,-1,1
2007-03-07,9994.025000000001,-0.0005393313890866835,-1,1
2007-03-08,9989.434000000001,-0.0004593744762495522,-1,1
2007-03-09,9994.564,0.0005135426091207318,-1,1
2007-03-11,10000.29,0.0005729114346559872,-1,1
2007-03-12,9995.245,-0.0005044853699243124,-1,1
2007-03-13,9997.400000000001,0.00021560251899788163,-1,1
2007-03-14,10006.142,0.0008744273511112066,-1,1
2007-03-15,10002.225,-0.00039145956553476857,-1,1
2007-03-16,10001.459,-7.658296029133815e-05,-1,1
2007-03-18,9999.073,-0.00023856519333831372,-1,1
2007-03-19,10003.264000000001,0.00041913885417188546,-1,1
2007-03-20,10014.926000000001,0.0011658194765229446,-1,1
2007-03-21,10016.553,0.00016245751591159596,-1,1
2007-03-22,10013.596000000001,-0.00029521133667420596,-1,1
2007-03-23,10016.584,0.00029839430310540926,-1,1
2007-03-25,10014.011,-0.0002568740001581693,-1,1
2007-03-26,10016.659000000001,0.00026442950781668806,-1,1
2007-03-27,10012.736,-0.00039164755433929166,-1,1
2007-03-28,10009.219000000001,-0.000351252644631761,-1,1
2007-03-29,10012.997000000001,0.00037745202697636593,-1,1
2007-03-30,10016.229000000001,0.0003227804822072411,-1,1
2007-04-01,10014.599,-0.0001627358959146452,-1,1
2007-04-02,10026.458,0.001184171228423736,-1,1
2007-04-03,10021.789,-0.0004656679357755156,-1,1
2007-04-04,10013.84,-0.0007931717580563769,-1,1
2007-04-05,10007.689,-0.0006142498781686045,-1,1
2007-04-06,10003.367,-0.00043186793674343527,-1,1
2007-04-08,10003.692000000001,3.2489060933338365e-05,-1,1
2007-04-09,10001.443000000001,-0.00022481699756449203,-1,1
2007-04-10,10006.489000000001,0.0005045271967254461,-1,1
2007-04-11,10009.893,0.0003401792576795959,-1,1
2007-04-12,10014.640000000001,0.00047423084342668176,-1,1
2007-04-13,10012.890000000001,-0.0001747441745284517,-1,1
2007-04-15,10015.097,0.00022041588392540667,-1,1
2007-04-16,10010.136,-0.000495352166833718,-1,1
2007-04-17,10031.34,0.0021182529388212856,-1,1
2007-04-18,10030.967,-3.71834670143123e-05,-1,1
2007-04-19,10031.28,3.120337251627525e-05,-1,1
2007-04-20,10022.139000000001,-0.0009112496112160251,-1,1
2007-04-22,10023.668000000001,0.00015256224245141503,-1,1
2007-04-23,10023.151,-5.1577925366363964e-05,-1,1
2007-04-24,10030.672,0.0007503628350007396,-1,1
2007-04-25,10028.913,-0.00017536212927704575,-1,1
2007-04-26,10027.783000000001,-0.00011267422501315405,-1,1
2007-04-27,10028.364000000001,5.793902799844375e-05,-1,1
2007-04-29,10025.539,-0.00028170098333091254,-1,1
2007-04-30,10033.081,0.0007522787552867172,-1,1
2007-05-01,10036.394,0.00033020764010571746,-1,1
2007-05-02,10029.293000000001,-0.0007075250333933303,-1,1
2007-05-03,10017.51,-0.001174858487034025,-1,1
2007-05-04,10015.482,-0.00020244551789816434,-1,1
2007-05-06,10017.731000000002,0.0002245523480548517,-1,1
2007-05-07,10016.746000000001,-9.832565877443411e-05,-1,1
2007-05-08,10015.758000000002,-9.863482612015861e-05,-1,1
2007-05-09,10024.135,0.0008363820291983348,-1,1
2007-05-10,10026.387,0.000224657788427729,-1,1
2007-05-11,10022.517,-0.00038598151058810704,-1,1
