Time,Equity,DrawdownPct,DrawdownDuration,returns
2007-01-01 00:00:00,10000.0,0.0,,0.0
2007-01-01 04:00:00,10000.0,0.0,,0.0
2007-01-01 08:00:00,10000.085844,0.0,,8.58439999995575e-06
2007-01-01 12:00:00,10000.098844,0.0,,1.2999888403530946e-06
2007-01-01 16:00:00,10000.081844,1.6999831966568735e-06,,-1.6999831966568735e-06
2007-01-01 20:00:00,10000.035844,6.299937728937444e-06,,-4.599962352136444e-06
2007-01-02 00:00:00,10001.411844,0.0,0 days 12:00:00,0.00013759950678826627
2007-01-02 04:00:00,10002.693844,0.0,,0.0001281819027147968
2007-01-02 08:00:00,10003.340844,0.0,,6.468257552327827e-05
2007-01-02 12:00:00,10003.807844,0.0,,4.6684403469221536e-05
2007-01-02 16:00:00,10003.504844,3.028846662456175e-05,,-3.028846662456175e-05
2007-01-02 20:00:00,10003.235844,5.7178227423015926e-05,,-2.6890575272719985e-05
2007-01-03 00:00:00,10003.860844,0.0,0 days 12:00:00,6.247978251705533e-05
2007-01-03 04:00:00,10004.086844,0.0,,2.2591277859973502e-05
2007-01-03 08:00:00,9997.812844,0.0006271436961547971,,-0.0006271436961547971
2007-01-03 12:00:00,9993.924113,0.0010158579347094854,,-0.0003889581712198664
2007-01-03 16:00:00,9983.1235764,0.0020954703739475278,,-0.0010807102873585661
2007-01-03 20:00:00,9982.3845764,0.002169340184508317,,-7.402492760344437e-05
2007-01-04 00:00:00,9980.025236599999,0.0024051777813616226,,-0.00023635032110258525
2007-01-04 04:00:00,9980.6482366,0.0023429032319983722,,6.242469184503108e-05
2007-01-04 08:00:00,9977.9454534,0.002613071138589551,,-0.0002708023703399398
2007-01-04 12:00:00,9976.988099,0.0027087674689921792,,-9.594704686155531e-05
2007-01-04 16:00:00,9969.622519,0.0034450245721996398,,-0.000738256869399101
2007-01-04 20:00:00,9971.123519,0.003294985890668123,,0.00015055735531999126
2007-01-05 00:00:00,9969.9610654,0.0034111837624106744,,-0.00011658200781339279
2007-01-05 04:00:00,9969.823417000001,0.0034249429792333475,,-1.3806312692321576e-05
2007-01-05 08:00:00,9968.624687400003,0.003544766969037827,,-0.00012023579053110911
2007-01-05 12:00:00,9991.058687400002,0.001302283437074614,,0.0022504608913960222
2007-01-05 16:00:00,9994.633109000002,0.0009449872984326202,,0.00035776204622917085
2007-01-05 20:00:00,9994.501109,0.0009581819060024976,,-1.3207088100375408e-05
2007-01-07 20:00:00,9995.527109,0.0008556238198924593,,0.00010265644966267473
2007-01-08 00:00:00,9994.826547400002,0.000925651360728752,,-7.008750937886887e-05
2007-01-08 04:00:00,9996.238547400002,0.000784509043392001,,0.00014127308696187946
2007-01-08 08:00:00,9997.443166000003,0.000664096394163316,,0.00012050718820777462
2007-01-08 12:00:00,9996.735567200001,0.000734827367518065,,-7.077797675392183e-05
2007-01-08 16:00:00,9996.142835000002,0.0007940763733734757,,-5.9292575662728275e-05
2007-01-08 20:00:00,9994.817193,0.0009265864185853401,,-0.00013261535192954366
2007-01-09 00:00:00,9990.989193000001,0.0013092300381072342,,-0.00038299850073097996
2007-01-09 04:00:00,9990.496572200002,0.001358471993688104,,-4.9306509143698385e-05
2007-01-09 08:00:00,9993.230927800001,0.0010851481368846505,,0.00027369566469892526
2007-01-09 12:00:00,9990.6338252,0.001344752300712737,,-0.0002598861788308815
2007-01-09 16:00:00,9994.734825200001,0.0009348198337170155,,0.0004104844669270413
2007-01-09 20:00:00,9995.541825200002,0.0008541528010747035,,8.07425123441341e-05
2007-01-10 00:00:00,9995.509335,0.0008574004937935698,,-3.250469116089505e-06
2007-01-10 04:00:00,9995.172335000001,0.00089108672675553,,-3.371514034000711e-05
2007-01-10 08:00:00,9993.455828,0.00106266730445026,,-0.00017173360723254927
2007-01-10 12:00:00,9990.201828000001,0.001387934372873434,,-0.0003256130868044549
2007-01-10 16:00:00,9987.2431948,0.001683676827545999,,-0.0002961534962896417
2007-01-10 20:00:00,9987.3529674,0.0016727040519480818,,1.0991281363503802e-05
2007-01-11 00:00:00,9988.8158214,0.0015264784120860853,,0.00014647064189832193
2007-01-11 04:00:00,9986.0328214,0.0018046647216809486,,-0.00027861160419406783
2007-01-11 08:00:00,9984.5434186,0.0019535441569782375,,-0.00014914859851133944
2007-01-11 12:00:00,9986.0534186,0.0018026058431124259,,0.00015123375568548703
2007-01-11 16:00:00,9987.2648682,0.0016815103729420633,,0.00012131415176930282
2007-01-11 20:00:00,9987.662868200001,0.001641726631936291,,3.9850750455983075e-05
2007-01-12 00:00:00,9986.8566244,0.0017223180754707412,,-8.072397022618194e-05
2007-01-12 04:00:00,9989.2896244,0.0014791174677650787,,0.0002436201991782294
2007-01-12 08:00:00,9989.6136244,0.001446730703730248,,3.243473882363901e-05
2007-01-12 12:00:00,9985.859940800001,0.0018219457192067967,,-0.0003757586370338739
2007-01-12 16:00:00,9993.818458,0.001026419118518418,,0.0007969786525325873
2007-01-12 20:00:00,9994.187458,0.0009895341928120027,,3.6922823998697396e-05
2007-01-14 20:00:00,9993.661458,0.0010421127047943735,,-5.263059175253382e-05
2007-01-15 00:00:00,9993.020458,0.0011061865188261022,,-6.414065582405204e-05
